id,student_id,lesson_id,registered,registration_time,registration_type,mark,mark_time
4311,87,118,0,,,р,
4312,83,118,1,09:26:49.95,MANUAL,,
4313,84,118,1,09:26:49.95,MANUAL,,
4314,99,118,1,09:26:49.949,MANUAL,,
4315,90,118,1,09:26:49.95,MANUAL,,
4316,86,118,1,09:26:49.95,MANUAL,,
4317,92,118,1,09:26:49.95,MANUAL,,
4318,95,118,1,09:26:49.95,MANUAL,,
4319,96,118,1,09:26:49.949,MANUAL,,
4320,101,118,1,09:26:49.949,MANUAL,,
4321,82,118,1,09:26:49.949,MANUAL,,
4322,85,118,1,09:26:49.95,MANUAL,,
4323,97,118,1,09:26:49.949,MANUAL,,
4324,89,118,1,09:26:49.95,MANUAL,,
4325,94,118,1,09:26:49.95,MANUAL,,
4326,100,118,0,,,р,
4327,88,118,1,09:26:49.95,MANUAL,,
4328,93,118,1,09:26:49.95,MANUAL,,
4329,91,119,1,09:29:17.341,MANUAL,,
4330,98,119,1,09:29:17.34,MANUAL,,
4331,87,119,1,09:29:17.341,MANUAL,,
4332,83,119,1,09:29:17.34,MANUAL,,
4333,84,119,1,09:29:17.341,MANUAL,,
4334,99,119,1,09:29:17.34,MANUAL,,
4335,90,119,1,09:29:17.341,MANUAL,,
4336,86,119,1,09:29:17.341,MANUAL,,
4337,92,119,1,09:29:17.341,MANUAL,,
4338,95,119,1,09:29:17.341,MANUAL,,
4339,96,119,1,09:29:17.34,MANUAL,,
4340,101,119,1,09:29:17.34,MANUAL,,
4341,82,119,1,09:29:17.34,MANUAL,,
4342,85,119,1,09:29:17.341,MANUAL,,
4343,97,119,0,,,р,
4344,89,119,1,09:29:17.341,MANUAL,,
4345,94,119,1,09:29:17.341,MANUAL,,
4346,100,119,1,09:29:17.34,MANUAL,,
4347,88,119,1,09:29:17.341,MANUAL,,
4348,93,119,1,09:29:17.341,MANUAL,,
4349,82,120,,,,9,
4350,83,120,,,,8,
4351,84,120,,,,7,
4352,85,120,,,,8,
4353,86,120,,,,8,
4354,87,120,,,,9,
4355,88,120,,,,8,
4356,89,120,,,,8,
4357,90,120,,,,8,
4358,91,120,,,,8,
4359,92,120,,,,10,
4360,93,120,,,,8,
4361,94,120,,,,8,
4362,95,120,,,,8,
4363,96,120,,,,7,
4364,97,120,,,,8,
4365,98,120,,,,7,
4366,99,120,,,,9,
4367,100,120,,,,8,
4368,101,120,,,,8,
4369,91,121,,,,,
4370,98,121,,,,8,
4371,87,121,,,,9,
4372,83,121,,,,9,
4373,84,121,,,,,
4374,99,121,,,,9,
4375,90,121,,,,9,
4376,86,121,,,,9,
4377,92,121,,,,10,
4378,95,121,,,,9,
4379,96,121,,,,9,
4380,101,121,,,,9,
4381,82,121,,,,9,
4382,85,121,,,,9,
4383,97,121,,,,8,
4384,89,121,,,,9,
4385,94,121,,,,9,
4386,100,121,,,,9,
4387,88,121,,,,9,
4388,93,121,,,,9,
4389,171,122,1,00:08:26.944,AUTOMATIC,,
4390,170,122,1,00:08:09.231,AUTOMATIC,,
4391,172,122,1,00:07:56.231,AUTOMATIC,,
4392,165,122,1,00:08:12.776,AUTOMATIC,,
4393,167,122,1,00:08:11.769,AUTOMATIC,,
4394,168,122,1,00:08:27.961,AUTOMATIC,,
4395,216,122,1,00:07:58.676,AUTOMATIC,,
4396,164,122,1,00:08:05.03,AUTOMATIC,,
4398,163,122,1,00:08:29.069,AUTOMATIC,,
4399,166,122,1,00:08:15.808,AUTOMATIC,,
4400,161,122,1,00:08:24.722,AUTOMATIC,,
4401,174,123,0,,,,
4402,170,123,0,,,,
4403,172,123,0,,,,
4404,165,123,0,,,,
4405,167,123,0,,,,
4406,178,123,0,,,,
4407,182,123,0,,,,
4408,217,123,0,,,,
4409,168,123,0,,,,
4410,216,123,0,,,,
4411,181,123,0,,,,
4412,164,123,0,,,,
4413,175,123,0,,,,
4414,183,123,0,,,,
4415,176,123,0,,,,
4417,163,123,0,,,,
4418,166,123,0,,,,
4419,161,123,0,,,,
4420,180,123,0,,,,
4421,171,123,0,,,,
4422,179,123,0,,,,
4423,177,123,0,,,,
4424,176,122,1,00:08:02.698,AUTOMATIC,,
4425,174,122,1,00:08:03.968,AUTOMATIC,,
4426,182,122,1,00:08:07.781,AUTOMATIC,,
4427,183,122,1,00:08:10.434,AUTOMATIC,,
4428,180,122,1,00:08:14.814,AUTOMATIC,,
4429,179,122,1,00:08:16.876,AUTOMATIC,9,
4430,217,122,1,00:08:17.958,AUTOMATIC,,
4431,177,122,1,00:08:19.136,AUTOMATIC,,
4432,181,122,1,00:08:20.253,AUTOMATIC,,
4433,175,122,1,00:08:21.333,AUTOMATIC,,
4434,178,122,1,00:08:25.793,AUTOMATIC,,
4435,174,124,1,00:12:50.594,AUTOMATIC,,
4436,170,124,1,00:12:45.245,AUTOMATIC,,
4437,172,124,1,00:12:53.65,AUTOMATIC,,
4438,165,124,1,00:12:39.555,AUTOMATIC,,
4439,167,124,1,00:12:41.742,AUTOMATIC,,
4440,178,124,1,00:12:24.818,AUTOMATIC,,
4441,182,124,1,00:12:46.873,AUTOMATIC,,
4442,217,124,1,00:12:31.475,AUTOMATIC,,
4443,168,124,1,00:12:20.666,AUTOMATIC,,
4444,216,124,1,00:12:55.014,AUTOMATIC,,
4445,181,124,1,00:12:28.751,AUTOMATIC,,
4446,164,124,1,00:12:48.937,AUTOMATIC,,
4447,175,124,1,00:12:27.06,AUTOMATIC,,
4448,183,124,1,00:12:43.294,AUTOMATIC,,
4449,176,124,1,00:12:52.212,AUTOMATIC,,
4451,163,124,1,00:12:22.052,AUTOMATIC,,
4452,166,124,1,00:12:33.577,AUTOMATIC,,
4453,161,124,1,00:12:25.944,AUTOMATIC,,
4454,180,124,1,00:12:34.648,AUTOMATIC,,
4455,171,124,1,00:12:23.69,AUTOMATIC,,
4456,179,124,1,00:12:32.546,AUTOMATIC,,
4457,177,124,1,00:12:29.923,AUTOMATIC,,
4458,1,126,,,,8,
4459,2,126,,,,8,
4460,160,126,,,,9,
4461,4,126,,,,5,
4462,5,126,,,,9,
4463,6,126,,,,9,
4464,7,126,,,,9,
4465,8,126,,,,7,
4466,9,126,,,,8,
4467,10,126,,,,7,
4468,11,126,,,,9,
4469,12,126,,,,7,
4470,13,126,,,,8,
4471,14,126,,,,9,
4472,15,126,,,,8,
4473,16,126,,,,8,
4474,17,126,,,,9,
4475,18,126,,,,10,
4476,19,126,,,,,
4477,20,126,,,,8,
4478,21,126,,,,8,
4479,22,126,,,,9,
4480,14,128,1,12:36:02.566,MANUAL,,
4481,4,128,0,,,,
4482,16,128,1,12:36:02.566,MANUAL,,
4483,9,128,1,12:36:02.566,MANUAL,,
4484,20,128,1,12:36:02.566,MANUAL,,
4485,5,128,1,12:36:02.566,MANUAL,,
4486,22,128,1,12:36:02.566,MANUAL,,
4487,8,128,1,12:36:02.566,MANUAL,,
4488,19,128,1,12:36:02.566,MANUAL,,
4489,6,128,1,12:36:02.566,MANUAL,,
4490,160,128,1,12:36:02.566,MANUAL,,
4491,11,128,1,12:36:02.566,MANUAL,,
4492,17,128,1,12:36:02.566,MANUAL,,
4493,18,128,1,12:36:02.566,MANUAL,,
4494,7,128,1,12:36:02.566,MANUAL,,
4495,15,128,1,12:36:02.566,MANUAL,,
4496,2,128,1,12:36:02.566,MANUAL,,
4497,13,128,1,12:36:02.566,MANUAL,,
4498,21,128,1,12:36:02.566,MANUAL,,
4499,1,128,1,12:36:02.566,MANUAL,,
4500,12,128,0,,,,
4501,10,128,0,,,,
4502,14,129,1,12:41:13.026,MANUAL,,
4503,4,129,0,,,,
4504,16,129,0,,,,
4505,9,129,1,12:41:13.026,MANUAL,,
4506,20,129,1,12:41:13.026,MANUAL,,
4507,5,129,1,12:41:13.026,MANUAL,,
4508,22,129,0,,,,
4509,8,129,1,12:41:13.026,MANUAL,,
4510,19,129,0,,,,
4511,6,129,1,12:41:13.026,MANUAL,,
4512,160,129,1,12:41:13.026,MANUAL,,
4513,11,129,1,12:41:13.026,MANUAL,,
4514,17,129,1,12:41:13.026,MANUAL,,
4515,18,129,1,12:41:13.026,MANUAL,,
4516,7,129,1,12:41:13.026,MANUAL,,
4517,15,129,1,12:41:13.026,MANUAL,,
4518,2,129,1,12:41:13.026,MANUAL,,
4519,13,129,0,,,,
4520,21,129,1,12:41:13.026,MANUAL,,
4521,1,129,1,12:41:13.026,MANUAL,,
4522,12,129,1,12:41:13.026,MANUAL,,
4523,10,129,1,12:41:13.026,MANUAL,,
4524,14,130,,,,9,
4525,4,130,,,,,
4526,16,130,,,,9,
4527,9,130,,,,9,
4528,20,130,,,,9,
4529,5,130,,,,9,
4530,22,130,,,,9,
4531,8,130,,,,,
4532,19,130,,,,,
4533,6,130,,,,9,
4534,160,130,,,,9,
4535,11,130,,,,,
4536,17,130,,,,9,
4537,18,130,,,,10,
4538,7,130,,,,10,
4539,15,130,,,,,
4540,2,130,,,,,
4541,13,130,,,,,
4542,21,130,,,,9,
4543,1,130,,,,,
4544,12,130,,,,9,
4545,10,130,,,,,
4546,49,131,,,,9,
4547,45,131,,,,9,
4548,47,131,,,,,
4549,51,131,,,,9,
4550,48,131,,,,9,
4551,59,131,,,,9,
4552,43,131,,,,10,
4553,52,131,,,,,
4554,56,131,,,,,
4555,53,131,,,,9,
4556,46,131,,,,9,
4557,44,131,,,,9,
4558,55,131,,,,9,
4559,58,131,,,,9,
4560,54,131,,,,9,
4561,50,131,,,,9,
4562,57,131,,,,9,
4563,122,132,,,,10,
4564,123,132,,,,8,
4565,124,132,,,,8,
4566,125,132,,,,9,
4567,126,132,,,,4,
4568,127,132,,,,9,
4569,128,132,,,,8,
4570,129,132,,,,9,
4571,130,132,,,,9,
4572,131,132,,,,10,
4573,183,132,,,,,
4574,132,132,,,,9,
4575,133,132,,,,10,
4576,134,132,,,,9,
4577,177,132,,,,,
4578,135,132,,,,9,
4579,136,132,,,,9,
4580,137,132,,,,9,
4581,138,132,,,,9,
4582,139,132,,,,7,
4583,140,132,,,,9,
4584,141,132,,,,10,
4585,132,133,0,,,,
4586,126,133,1,14:26:30.2,MANUAL,,
4587,133,133,1,14:26:30.2,MANUAL,,
4588,139,133,0,,,,
4589,141,133,1,14:26:30.2,MANUAL,,
4590,125,133,1,14:26:30.2,MANUAL,,
4591,123,133,1,14:26:30.2,MANUAL,,
4592,134,133,1,14:26:30.2,MANUAL,,
4593,138,133,1,14:26:30.2,MANUAL,,
4594,137,133,1,14:26:30.2,MANUAL,,
4595,128,133,1,14:26:30.2,MANUAL,,
4596,135,133,1,14:26:30.2,MANUAL,,
4597,127,133,1,14:26:30.2,MANUAL,,
4598,140,133,1,14:26:30.2,MANUAL,,
4599,131,133,1,14:26:30.2,MANUAL,,
4600,129,133,1,14:26:30.2,MANUAL,,
4601,130,133,1,14:26:30.2,MANUAL,,
4602,122,133,1,14:26:30.2,MANUAL,,
4603,124,133,1,14:26:30.2,MANUAL,,
4604,136,133,1,14:26:30.2,MANUAL,,
4605,132,134,1,14:25:41.856,MANUAL,,
4606,126,134,1,14:25:41.856,MANUAL,,
4607,133,134,1,14:25:41.856,MANUAL,+,
4608,139,134,0,,,,
4609,141,134,1,14:25:41.856,MANUAL,,
4610,125,134,1,14:25:41.856,MANUAL,+,
4611,123,134,1,14:25:41.856,MANUAL,,
4612,134,134,1,14:25:41.856,MANUAL,,
4613,138,134,1,14:25:41.856,MANUAL,,
4614,137,134,1,14:25:41.856,MANUAL,,
4615,128,134,1,14:25:41.856,MANUAL,,
4616,135,134,1,14:25:41.856,MANUAL,,
4617,127,134,1,14:25:41.856,MANUAL,,
4618,140,134,1,14:25:41.856,MANUAL,,
4619,131,134,1,14:25:41.856,MANUAL,,
4620,129,134,1,14:25:41.856,MANUAL,,
4621,130,134,1,14:25:41.856,MANUAL,,
4622,122,134,1,14:25:41.856,MANUAL,,
4623,124,134,1,14:25:41.856,MANUAL,,
4624,136,134,1,14:25:41.856,MANUAL,,
4625,132,135,1,14:29:33.969,MANUAL,р,
4626,126,135,1,14:23:33.873,MANUAL,,
4627,133,135,1,14:23:33.873,MANUAL,,
4628,139,135,0,,,,
4629,141,135,1,14:23:33.873,MANUAL,,
4630,125,135,0,,,,
4631,123,135,1,14:23:33.873,MANUAL,,
4632,134,135,1,14:23:33.873,MANUAL,,
4633,138,135,1,14:23:33.873,MANUAL,,
4634,137,135,1,14:23:33.873,MANUAL,,
4635,128,135,1,14:23:33.873,MANUAL,,
4636,135,135,1,14:23:33.873,MANUAL,,
4637,127,135,1,14:23:33.873,MANUAL,,
4638,140,135,1,14:23:33.873,MANUAL,,
4639,131,135,1,14:23:33.873,MANUAL,,
4640,129,135,1,14:23:33.873,MANUAL,,
4641,130,135,1,14:23:33.873,MANUAL,,
4642,122,135,1,14:23:33.873,MANUAL,,
4643,124,135,1,14:23:33.873,MANUAL,р,
4644,136,135,1,14:23:33.873,MANUAL,,
4645,148,136,,,,9,
4646,149,136,,,,9,
4647,156,136,,,,9,
4648,157,136,,,,9,
4649,154,136,,,,9,
4650,155,136,,,,9,
4651,159,136,,,,9,
4652,153,136,,,,9,
4653,144,136,,,,9,
4654,147,136,,,,9,
4655,142,136,,,,8,
4656,145,136,,,,9,
4657,152,136,,,,9,
4658,158,136,,,,9,
4659,151,136,,,,9,
4660,146,136,,,,9,
4661,143,136,,,,9,
4662,150,136,,,,9,
4663,30,137,,,,9,
4665,36,137,,,,9,
4666,39,137,,,,9,
4667,34,137,,,,,
4668,42,137,,,,,
4669,24,137,,,,9,
4670,35,137,,,,,
4671,27,137,,,,,
4672,23,137,,,,,
4673,32,137,,,,9,
4674,33,137,,,,10,
4675,25,137,,,,8,
4676,26,137,,,,,
4677,38,137,,,,,
4678,37,137,,,,10,
4679,41,137,,,,8,
4680,28,137,,,,9,
4681,40,137,,,,,
4682,29,137,,,,9,
4683,113,138,,,,9,
4684,112,138,,,,10,
4685,121,138,,,,,
4686,104,138,,,,9,
4687,114,138,,,,9,
4688,103,138,,,,9,
4689,108,138,,,,,
4690,110,138,,,,9,
4691,102,138,,,,9,
4692,118,138,,,,9,
4693,109,138,,,,8,
4694,116,138,,,,9,
4695,105,138,,,,9,
4696,119,138,,,,,
4697,111,138,,,,9,
4698,117,138,,,,,
4699,107,138,,,,9,
4700,120,138,,,,,
4701,115,138,,,,9,
4702,106,138,,,,7,
4703,132,139,,,,8,
4704,126,139,,,,7,
4705,133,139,,,,9,
4706,139,139,,,,,
4707,141,139,,,,10,
4708,125,139,,,,,
4709,123,139,,,,8,
4710,134,139,,,,9,
4711,138,139,,,,,
4712,137,139,,,,,
4713,128,139,,,,8,
4714,135,139,,,,9,
4715,127,139,,,,9,
4716,140,139,,,,9,
4717,131,139,,,,9,
4718,129,139,,,,9,
4719,130,139,,,,9,
4720,122,139,,,,9,
4721,124,139,,,,8,
4722,136,139,,,,9,
4865,330,142,1,22:38:21.414,MANUAL,,
4866,312,142,0,,,,
4868,320,142,1,22:38:21.413,MANUAL,,
4869,325,142,1,22:38:21.413,MANUAL,,
4870,315,142,1,22:38:21.414,MANUAL,,
4871,319,142,1,22:38:21.415,MANUAL,,
4872,324,142,1,22:38:21.413,MANUAL,,
4873,313,142,1,22:38:21.414,MANUAL,,
4874,322,142,1,22:38:21.413,MANUAL,,
4875,326,142,1,22:38:21.414,MANUAL,,
4876,327,142,1,22:38:21.414,MANUAL,,
4877,314,142,1,22:38:21.414,MANUAL,,
4878,316,142,0,,,,
4879,318,142,1,22:38:21.414,MANUAL,,
4880,323,142,1,22:38:21.413,MANUAL,,
4881,311,142,1,22:38:21.414,MANUAL,,
4882,329,142,1,22:38:21.414,MANUAL,,
4883,317,142,1,22:38:21.414,MANUAL,,
4884,328,142,1,22:38:21.414,MANUAL,,
5011,385,145,1,00:11:09.911,MANUAL,,
5012,390,145,1,00:11:09.911,MANUAL,,
5013,370,145,1,00:11:09.911,MANUAL,,
5014,362,145,1,00:11:09.911,MANUAL,,
5015,368,145,1,00:11:09.911,MANUAL,,
5016,386,145,1,00:11:09.911,MANUAL,,
5017,343,145,1,00:11:09.911,MANUAL,,
5018,388,145,1,00:11:09.911,MANUAL,,
5019,351,145,1,00:11:09.911,MANUAL,,
5020,361,145,1,00:11:09.911,MANUAL,,
5021,356,145,1,00:11:09.911,MANUAL,,
5022,373,145,1,00:11:09.911,MANUAL,,
5023,342,145,1,00:11:09.911,MANUAL,,
5024,382,145,1,00:11:09.911,MANUAL,,
5025,357,145,1,00:11:09.911,MANUAL,,
5026,337,145,1,00:11:09.911,MANUAL,,
5027,385,146,1,00:13:08.864,MANUAL,,
5028,390,146,1,00:13:08.864,MANUAL,,
5029,370,146,1,00:13:08.864,MANUAL,,
5030,362,146,1,00:13:08.864,MANUAL,,
5031,368,146,1,00:13:08.864,MANUAL,,
5032,386,146,1,00:13:08.864,MANUAL,,
5033,343,146,1,00:13:08.864,MANUAL,,
5034,388,146,1,00:13:08.864,MANUAL,,
5035,351,146,1,00:13:08.864,MANUAL,,
5036,361,146,1,00:13:08.864,MANUAL,,
5037,356,146,1,00:13:08.864,MANUAL,,
5038,373,146,1,00:13:08.864,MANUAL,,
5039,342,146,1,00:13:08.864,MANUAL,,
5040,382,146,1,00:13:08.864,MANUAL,,
5041,357,146,1,00:13:08.864,MANUAL,,
5042,337,146,1,00:13:08.864,MANUAL,,
5043,330,147,1,15:09:47.9,AUTOMATIC,,
5044,312,147,1,15:10:03.547,AUTOMATIC,,
5046,320,147,1,15:09:58.134,AUTOMATIC,,
5047,325,147,1,15:09:35.311,AUTOMATIC,,
5048,315,147,1,15:10:28.819,MANUAL,,
5049,319,147,1,15:09:18.447,AUTOMATIC,,
5050,324,147,1,15:09:45.045,AUTOMATIC,,
5051,313,147,1,15:10:11.362,AUTOMATIC,,
5052,322,147,1,15:09:38.041,AUTOMATIC,,
5053,326,147,1,15:09:25.623,AUTOMATIC,,
5054,327,147,1,15:10:00.068,AUTOMATIC,,
5055,314,147,1,15:10:28.819,MANUAL,,
5056,316,147,,,,,
5057,318,147,1,15:09:31.832,AUTOMATIC,,
5058,323,147,1,15:09:28.899,AUTOMATIC,,
5059,311,147,1,15:09:13.174,AUTOMATIC,,
5060,329,147,1,15:09:03.003,AUTOMATIC,,
5061,317,147,1,15:09:54.343,AUTOMATIC,,
5062,328,147,1,15:09:42.455,AUTOMATIC,,
5063,330,148,1,16:28:48.002,AUTOMATIC,,
5064,312,148,1,16:30:39.458,AUTOMATIC,,
5066,320,148,1,16:34:21.938,AUTOMATIC,,
5067,325,148,1,16:38:53.419,AUTOMATIC,,
5068,315,148,1,16:41:12.707,MANUAL,,
5069,319,148,1,16:34:26.354,AUTOMATIC,,
5070,324,148,1,16:28:51.48,AUTOMATIC,,
5071,313,148,1,16:28:07.334,AUTOMATIC,,
5072,322,148,1,16:35:52.637,AUTOMATIC,,
5073,326,148,1,16:38:51.682,AUTOMATIC,,
5074,327,148,1,16:28:00.646,AUTOMATIC,,
5075,314,148,1,16:41:12.707,MANUAL,,
5076,316,148,,,,,
5077,318,148,1,16:40:37.763,AUTOMATIC,,
5078,323,148,1,16:33:25.168,AUTOMATIC,,
5079,311,148,1,16:27:53.07,AUTOMATIC,,
5080,329,148,1,16:40:40.03,AUTOMATIC,,
5081,317,148,1,16:35:59.889,AUTOMATIC,,
5082,328,148,1,16:28:37.359,AUTOMATIC,,
5083,385,149,1,12:11:50.81,MANUAL,,
5084,390,149,1,12:10:07.179,AUTOMATIC,,
5085,370,149,1,12:11:50.81,MANUAL,,
5086,362,149,,,,,
5087,368,149,1,12:09:47.429,AUTOMATIC,,
5088,386,149,1,12:11:50.81,MANUAL,,
5089,343,149,1,12:11:50.81,MANUAL,,
5090,388,149,1,12:10:21.983,AUTOMATIC,,
5091,351,149,1,12:09:59.816,AUTOMATIC,,
5092,361,149,1,12:11:50.81,MANUAL,,
5093,356,149,1,12:11:50.81,MANUAL,,
5094,373,149,1,12:11:50.81,MANUAL,,
5095,342,149,1,12:11:50.81,MANUAL,,
5096,382,149,1,12:11:50.81,MANUAL,,
5097,357,149,,,,,
5098,337,149,,,,,
5099,385,150,1,13:36:51.336,MANUAL,,
5100,390,150,1,13:34:40.686,AUTOMATIC,,
5101,370,150,1,13:34:47.628,AUTOMATIC,,
5102,362,150,,,,,
5103,368,150,1,13:34:27.02,AUTOMATIC,,
5104,386,150,1,13:36:51.336,MANUAL,,
5105,343,150,1,13:36:10.339,MANUAL,,
5106,388,150,1,13:34:28.799,AUTOMATIC,,
5107,351,150,1,13:34:43.4,AUTOMATIC,,
5108,361,150,1,13:36:51.336,MANUAL,,
5109,356,150,1,13:36:51.336,MANUAL,,
5110,373,150,1,13:36:51.336,MANUAL,,
5111,342,150,1,13:36:51.336,MANUAL,,
5112,382,150,1,13:36:10.339,MANUAL,,
5113,357,150,,,,,
5114,337,150,,,,,
5159,66,151,1,13:16:14.846,AUTOMATIC,,
5160,30,151,1,20:07:13.315,MANUAL,,
5161,39,151,1,13:26:42.487,MANUAL,,
5162,113,151,1,20:07:13.317,MANUAL,,
5163,77,151,1,20:07:13.316,MANUAL,,
5164,4,151,1,13:19:44.885,AUTOMATIC,,
5165,42,151,1,13:23:43.846,AUTOMATIC,,
5166,139,151,1,20:07:13.319,MANUAL,,
5167,98,151,1,20:07:13.317,MANUAL,,
5168,51,151,1,20:07:13.315,MANUAL,,
5169,99,151,1,20:07:13.317,MANUAL,,
5170,118,151,1,20:07:13.318,MANUAL,,
5171,17,151,1,13:18:20.239,AUTOMATIC,,
5172,43,151,1,20:07:13.315,MANUAL,,
5173,396,151,1,13:20:47.628,AUTOMATIC,,
5174,67,151,1,20:07:13.316,MANUAL,,
5175,33,151,1,20:07:13.315,MANUAL,,
5176,407,151,1,20:07:13.319,MANUAL,,
5177,53,151,1,20:07:13.315,MANUAL,,
5178,69,151,1,20:07:13.316,MANUAL,,
5179,44,151,1,13:24:20.178,AUTOMATIC,,
5180,81,151,1,13:21:44.006,MANUAL,,
5181,107,151,1,20:07:13.317,MANUAL,,
5182,80,151,1,13:16:11.539,AUTOMATIC,,
5183,38,151,1,20:07:13.315,MANUAL,,
5184,72,151,1,13:29:16.176,AUTOMATIC,,
5185,28,151,1,20:07:13.314,MANUAL,,
5186,79,151,1,20:07:13.316,MANUAL,,
5187,132,151,1,20:07:13.318,MANUAL,,
5188,91,151,1,13:18:30.129,AUTOMATIC,,
5189,402,151,1,20:07:13.319,MANUAL,,
5190,141,151,1,13:16:55.858,AUTOMATIC,,
5191,395,151,1,20:07:13.319,MANUAL,,
5192,9,151,1,13:23:42.021,AUTOMATIC,,
5193,125,151,1,20:07:13.318,MANUAL,,
5194,123,151,1,20:07:13.318,MANUAL,,
5195,22,151,1,20:07:13.314,MANUAL,,
5196,398,151,1,20:07:13.319,MANUAL,,
5197,6,151,1,20:07:13.314,MANUAL,,
5198,413,151,1,20:07:13.319,MANUAL,,
5199,92,151,1,20:07:13.317,MANUAL,,
5200,111,151,1,13:16:00.213,AUTOMATIC,,
5201,117,151,1,13:16:34.112,AUTOMATIC,,
5202,408,151,1,20:07:13.319,MANUAL,,
5203,50,151,1,20:07:13.315,MANUAL,,
5204,93,151,1,20:07:13.317,MANUAL,,
5205,49,151,1,13:18:58.241,AUTOMATIC,,
5206,397,151,1,20:07:13.319,MANUAL,,
5207,34,151,1,13:22:27.031,MANUAL,,
5208,61,151,1,13:25:56.186,MANUAL,,
5209,20,151,1,13:20:31.045,AUTOMATIC,,
5210,60,151,1,20:07:13.316,MANUAL,,
5211,48,151,1,20:07:13.315,MANUAL,,
5212,87,151,1,20:07:13.317,MANUAL,,
5213,8,151,1,13:22:36.454,AUTOMATIC,,
5214,27,151,1,13:15:31.197,AUTOMATIC,,
5215,76,151,1,20:07:13.316,MANUAL,,
5216,160,151,1,20:07:13.319,MANUAL,,
5217,127,151,1,13:22:48.232,AUTOMATIC,,
5218,65,151,1,20:07:13.316,MANUAL,,
5219,11,151,1,13:20:58.018,AUTOMATIC,,
5220,96,151,1,13:21:03.368,AUTOMATIC,,
5221,131,151,1,13:15:48.357,AUTOMATIC,,
5222,26,151,1,13:17:07.122,AUTOMATIC,,
5223,412,151,1,20:07:13.319,MANUAL,,
5224,89,151,1,20:07:13.317,MANUAL,,
5225,12,151,1,20:07:13.314,MANUAL,,
5226,100,151,1,20:07:13.317,MANUAL,,
5227,14,151,1,13:15:26.423,MANUAL,,
5228,70,151,1,20:07:13.316,MANUAL,,
5229,121,151,1,20:07:13.318,MANUAL,,
5230,5,151,1,13:22:50.494,AUTOMATIC,,
5231,83,151,1,20:07:13.316,MANUAL,,
5232,84,151,1,20:07:13.316,MANUAL,,
5233,134,151,1,20:07:13.318,MANUAL,,
5234,400,151,1,20:07:13.319,MANUAL,,
5235,103,151,1,13:29:04.913,AUTOMATIC,,
5236,405,151,1,13:15:41.665,AUTOMATIC,,
5237,101,151,1,20:07:13.317,MANUAL,,
5238,105,151,1,20:07:13.317,MANUAL,,
5239,37,151,1,13:16:18.715,AUTOMATIC,,
5240,41,151,1,13:16:49.899,AUTOMATIC,,
5241,404,151,1,13:21:46.518,AUTOMATIC,,
5242,75,151,1,20:07:13.316,MANUAL,,
5243,36,151,1,20:07:13.315,MANUAL,,
5244,68,151,1,13:19:23.528,AUTOMATIC,,
5245,126,151,1,20:07:13.318,MANUAL,,
5246,16,151,1,13:29:25.473,AUTOMATIC,,
5247,47,151,1,13:22:03.304,AUTOMATIC,,
5248,112,151,1,13:16:51.256,AUTOMATIC,,
5249,19,151,1,13:22:35.533,MANUAL,,
5250,137,151,1,13:15:54.503,AUTOMATIC,,
5251,110,151,1,20:07:13.317,MANUAL,,
5252,73,151,1,20:07:13.316,MANUAL,,
5253,59,151,1,20:07:13.316,MANUAL,,
5254,56,151,1,20:07:13.315,MANUAL,,
5255,86,151,1,20:07:13.316,MANUAL,,
5256,95,151,1,20:07:13.317,MANUAL,,
5257,46,151,1,20:07:13.315,MANUAL,,
5258,15,151,1,13:24:00.507,MANUAL,,
5259,71,151,1,20:07:13.316,MANUAL,,
5260,129,151,1,13:16:57.091,AUTOMATIC,,
5261,130,151,1,20:07:13.318,MANUAL,,
5262,55,151,1,20:07:13.315,MANUAL,,
5263,58,151,1,13:16:27.622,AUTOMATIC,,
5264,85,151,1,20:07:13.316,MANUAL,,
5265,122,151,1,13:19:20.315,AUTOMATIC,,
5266,1,151,1,20:07:13.314,MANUAL,,
5267,136,151,1,20:07:13.318,MANUAL,,
5268,29,151,1,20:07:13.315,MANUAL,,
5269,133,151,1,20:07:13.318,MANUAL,,
5270,399,151,1,13:29:01.512,AUTOMATIC,,
5271,74,151,1,20:07:13.316,MANUAL,,
5272,35,151,1,20:07:13.315,MANUAL,,
5273,104,151,1,13:15:51.742,AUTOMATIC,,
5274,128,151,1,20:07:13.318,MANUAL,,
5275,135,151,1,20:07:13.318,MANUAL,,
5276,410,151,1,20:07:13.319,MANUAL,,
5277,102,151,1,13:15:57.249,AUTOMATIC,,
5278,414,151,1,20:07:13.319,MANUAL,,
5279,32,151,1,20:07:13.315,MANUAL,,
5280,78,151,1,13:29:23.04,AUTOMATIC,,
5281,119,151,1,13:29:13.274,AUTOMATIC,,
5282,406,151,1,20:07:13.319,MANUAL,,
5283,64,151,1,20:07:13.316,MANUAL,,
5284,2,151,1,13:16:05.798,AUTOMATIC,,
5285,124,151,1,20:07:13.318,MANUAL,,
5286,120,151,1,20:07:13.318,MANUAL,,
5287,21,151,1,13:23:39.088,AUTOMATIC,,
5288,97,151,1,20:07:13.317,MANUAL,,
5289,115,151,1,20:07:13.318,MANUAL,,
5290,106,151,1,20:07:13.317,MANUAL,,
5292,401,151,1,20:07:13.319,MANUAL,,
5293,52,151,1,20:07:13.315,MANUAL,,
